Ref	Idx	Greek	Editions	TAGNT-Idx	SBL:Idx	SBL:TAGNT-Idx	NA28:Idx	NA28:TAGNT-Idx	RP05:Idx	RP05:TAGNT-Idx	|
Mat.17.20	@4:11	προσευχῇ	Treg RP TR	Mat.17.21#10					Mat.17.21#10	Mat.17.21#10	|
Mat.17.20	@4:12	καὶ	Treg RP TR	Mat.17.21#11					Mat.17.21#11	Mat.17.21#11	|
Mat.17.20	@4:13	νηστείᾳ.	Treg RP TR	Mat.17.21#12					Mat.17.21#12	Mat.17.21#12	|
Mat.17.22	@1:1	Συστρεφομένων	SBL WH Treg NA28 NA27 NIV	@1	@1	@1	@1	@1			|
Mat.17.22	@1:2	Ἀναστρεφομένων	RP TR	@80					@1	@80	|
Mat.17.25	@1:1	ἐλθόντα	SBL WH Treg NA28 NA27 NIV	@5	@4	@5	@4	@5			|
Mat.17.25	@1:2	ὅτε	RP TR	@4					@4	@4	|
Mat.17.25	@1:3	εἰσῆλθεν	RP TR	@80					@5	@80	|
Mat.17.26	@1:1	εἰπόντος	SBL WH Treg NA28 NA27 NIV	@1	@1	@1	@1	@1			|
Mat.17.26	@1:2	δέ	SBL WH Treg NA28 NA27 NIV	@2	@2	@2	@2	@2			|
Mat.17.26	@1:3	Λέγει	RP TR	@80					@1	@80	|
Mat.17.26	@1:4	αὐτῷ	RP TR	@3					@2	@3	|
Mat.17.26	@1:5	ὁ	RP TR	@4					@3	@4	|
Mat.17.26	@1:6	Πέτρος	RP TR	@5					@4	@5	|
Mat.17.27	@1:1	εἰς	SBL WH Treg RP NA28 NA27 NIV TR	@7	@7	@7	@7	@7	@7	@7	|
Mat.17.27	@1:2	τὴν	RP NIV TR	@8					@8	@8	|
Mat.17.27	@2:1	ἀναβάντα	SBL WH Treg NA28 NA27 NIV	@14	@13	@14	@13	@14			|
Mat.17.27	@2:2	ἀναβαίνοντα	RP TR	@80					@14	@80	|
Mat.18.2	@1:1	προσκαλεσάμενος	SBL WH Treg RP NA28 NA27 NIV TR	@2	@2	@2	@2	@2	@2	@2	|
Mat.18.2	@1:2	ὁ	RP TR	@3					@3	@3	|
Mat.18.2	@1:3	Ἰησοῦς	RP TR	@4					@4	@4	|
Mat.18.5	@1:1	ἐὰν	SBL WH RP NA28 NA27 NIV TR	@3	@3	@3	@3	@3	@3	@3	|
Mat.18.5	@1:2	ἂν	Treg								|
Mat.18.5	@2:1	ἓν	SBL WH NA28 NA27 NIV	@5	@5	@5	@5	@5			|
Mat.18.5	@2:2	παιδίον	SBL WH NA28 NA27 NIV	@6	@6	@6	@6	@6			|
Mat.18.5	@2:3	τοιοῦτο	SBL WH NA28 NA27 NIV	@7	@7	@7	@7	@7			|
Mat.18.5	@2:4	ἓν	Treg								|
Mat.18.5	@2:5	παιδίον	Treg								|
Mat.18.5	@2:6	τοιοῦτον	Treg								|
Mat.18.5	@2:7	παιδίον	RP TR	@6					@5	@6	|
Mat.18.5	@2:8	τοιοῦτον	RP TR	@7					@6	@7	|
Mat.18.5	@2:9	ἓν	RP TR	@5					@7	@5	|
Mat.18.6	@1:1	εἰς	SBL RP TR	@80	@19	@80			@19	@80	|
Mat.18.6	@1:2	περὶ	WH Treg NA28 NA27 NIV	@19			@19	@19			|
Mat.18.7	@1:1	γὰρ	SBL WH Treg RP NA28 NA27 NIV TR	@8	@8	@8	@8	@8	@8	@8	|
Mat.18.7	@1:2	ἐστιν	RP TR	@9					@9	@9	|
Mat.18.7	@2:1	ἀνθρώπῳ	SBL WH Treg RP NA28 NA27 NIV TR	@16	@15	@16	@15	@16	@16	@16	|
Mat.18.7	@2:2	ἐκείνῳ	RP TR	@17					@17	@17	|
Mat.18.8	@1:1	αὐτὸν	SBL WH Treg NA28 NA27 NIV	@13	@13	@13	@13	@13			|
Mat.18.8	@1:2	αὐτὰ	RP TR	@80					@13	@80	|
Mat.18.8	@2:1	κυλλὸν	SBL WH NA28 NA27 NIV	@25	@25	@25	@25	@25			|
Mat.18.8	@2:2	ἢ	SBL WH NA28 NA27 NIV	@26	@26	@26	@26	@26			|
Mat.18.8	@2:3	χωλόν	SBL WH NA28 NA27 NIV	@27	@27	@27	@27	@27			|
Mat.18.8	@2:4	χωλὸν	Treg RP TR	@27					@25	@27	|
Mat.18.8	@2:5	ἢ	Treg RP TR	@26					@26	@26	|
Mat.18.8	@2:6	κυλλόν	Treg RP TR	@25					@27	@25	|
Mat.18.10	@1:1	οὐρανοῖς	SBL WH Treg RP NA28 NA27 NIV TR	@27	@27	@27	@27	@27	@27	@27	|
Mat.18.10	@1:2	Ἦλθεν	RP TR	Mat.18.11#1					Mat.18.11#1	Mat.18.11#1	|
Mat.18.10	@1:3	γὰρ	RP TR	Mat.18.11#2					Mat.18.11#2	Mat.18.11#2	|
Mat.18.10	@1:4	ὁ	RP TR	Mat.18.11#3					Mat.18.11#3	Mat.18.11#3	|
Mat.18.10	@1:5	υἱὸς	RP TR	Mat.18.11#4					Mat.18.11#4	Mat.18.11#4	|
Mat.18.10	@1:6	τοῦ	RP TR	Mat.18.11#5					Mat.18.11#5	Mat.18.11#5	|
Mat.18.10	@1:7	ἀνθρώπου	RP TR	Mat.18.11#6					Mat.18.11#6	Mat.18.11#6	|
Mat.18.10	@1:8	σῶσαι	RP TR	Mat.18.11#7					Mat.18.11#7	Mat.18.11#7	|
Mat.18.10	@1:9	τὸ	RP TR	Mat.18.11#8					Mat.18.11#8	Mat.18.11#8	|
Mat.18.10	@1:10	ἀπολωλός.	RP TR	Mat.18.11#9					Mat.18.11#9	Mat.18.11#9	|
Mat.18.12	@1:1	ἀφήσει	SBL WH Treg NA28 NA27 NIV	@16	@16	@16	@16	@16			|
Mat.18.12	@1:2	ἀφεὶς	RP TR	@80					@16	@80	|
Mat.18.12	@2:1	καὶ	SBL WH Treg NA28 NA27 NIV	@23	@23	@23	@23	@23			|
Mat.18.14	@1:1	ἔμπροσθεν	SBL WH Treg RP NA28 NA27 TR	@5	@5	@5	@5	@5	@5	@5	|
Mat.18.14	@2:1	ὑμῶν	SBL RP NA28 NA27 NIV TR	@8	@8	@8	@8	@8	@8	@8	|
Mat.18.14	@2:2	μου	WH Treg								|
Mat.18.14	@3:1	ἓν	SBL WH Treg NA28 NA27 NIV	@14	@14	@14	@14	@14			|
Mat.18.14	@3:2	εἷς	RP TR	@80					@14	@80	|
Mat.18.15	@1:1	εἰς	SBL Treg RP NA28 NA27 NIV TR	@4	@4	@4	@4	@4	@4	@4	|
Mat.18.15	@1:2	σὲ	SBL Treg RP NA28 NA27 NIV TR	@5	@5	@5	@5	@5	@5	@5	|
Mat.18.15	@2:1	ὕπαγε	SBL WH Treg RP NA28 NA27 NIV TR	@9	@9	@9	@9	@9	@9	@9	|
Mat.18.15	@2:2	καὶ	RP TR	@10					@10	@10	|
Mat.18.18	@1:1	ἐὰν	SBL WH RP NA28 NA27 NIV TR	@5	@5	@5	@5	@5	@5	@5	|
Mat.18.18	@1:2	ἂν	Treg								|
Mat.18.18	@2:1	ἐν	SBL WH Treg RP NA28 NA27 NIV TR	@12	@12	@12	@12	@12	@12	@12	|
Mat.18.18	@2:2	τῷ	Treg RP TR	@13					@13	@13	|
Mat.18.18	@3:1	ἐν	SBL WH Treg RP NA28 NA27 NIV TR	@24	@23	@24	@23	@24	@24	@24	|
Mat.18.18	@3:2	τῷ	Treg RP TR	@25					@25	@25	|
Mat.18.19	@1:1	ἀμὴν	SBL WH Treg RP NA28 NA27 TR	@2	@2	@2	@2	@2	@2	@2	|
Mat.18.19	@2:1	συμφωνήσωσιν	SBL WH Treg NA28 NA27 NIV	@8	@8	@8	@8	@8			|
Mat.18.19	@2:2	ἐξ	SBL WH Treg NA28 NA27 NIV	@9	@9	@9	@9	@9			|
Mat.18.19	@2:3	ὑμῶν	SBL WH Treg NA28 NA27 NIV	@10	@10	@10	@10	@10			|
Mat.18.19	@2:4	ὑμῶν	RP TR	@10					@8	@10	|
Mat.18.19	@2:5	συμφωνήσωσιν	RP TR	@8					@9	@8	|
Mat.18.21	@1:1	αὐτῷ	SBL RP TR	@6	@3	@6			@3	@6	|
Mat.18.21	@1:2	ὁ	SBL RP TR	@3	@4	@3			@4	@3	|
Mat.18.21	@1:3	Πέτρος	SBL RP TR	@4	@5	@4			@5	@4	|
Mat.18.21	@1:4	εἶπεν	SBL RP TR	@5	@6	@5			@6	@5	|
Mat.18.21	@1:5	ὁ	WH Treg NA28 NA27 NIV	@3			@3	@3			|
Mat.18.21	@1:6	Πέτρος	WH Treg NA28 NA27 NIV	@4			@4	@4			|
Mat.18.21	@1:7	εἶπεν	WH Treg NA28 NA27 NIV	@5			@5	@5			|
Mat.18.21	@1:8	αὐτῷ	WH Treg NA28 NA27 NIV	@6			@6	@6			|
Mat.18.24	@1:1	προσηνέχθη	SBL RP NA28 NA27 NIV TR	@5	@5	@5	@5	@5	@5	@5	|
Mat.18.24	@1:2	προσήχθη	WH Treg								|
Mat.18.24	@2:1	αὐτῷ	SBL Treg RP NA28 NA27 NIV TR	@6	@6	@6	@6	@6	@6	@6	|
Mat.18.24	@2:2	εἷς	SBL Treg RP NA28 NA27 NIV TR	@7	@7	@7	@7	@7	@7	@7	|
Mat.18.24	@2:3	εἷς	WH								|
Mat.18.24	@2:4	αὐτῷ	WH								|
Mat.18.25	@1:1	κύριος	SBL WH Treg RP NA28 NA27 NIV TR	@9	@9	@9	@9	@9	@9	@9	|
Mat.18.25	@1:2	αὐτοῦ	RP TR	@10					@10	@10	|
Mat.18.25	@2:1	γυναῖκα	SBL WH Treg RP NA28 NA27 NIV TR	@14	@13	@14	@13	@14	@14	@14	|
Mat.18.25	@2:2	αὐτοῦ	Treg RP TR	@15					@15	@15	|
Mat.18.25	@3:1	ἔχει	SBL WH Treg NA28 NA27 NIV	@22	@20	@22	@20	@22			|
Mat.18.25	@3:2	εἶχεν	RP TR	@80					@22	@80	|
Mat.18.26	@1:1	Μακροθύμησον	SBL WH Treg NA28 NA27 NIV	@9	@8	@9	@8	@9			|
Mat.18.26	@1:2	Κύριε	RP TR	@8					@8	@8	|
Mat.18.26	@1:3	Μακροθύμησον	RP TR	@9					@9	@9	|
Mat.18.26	@2:1	ἐμοί	SBL WH RP NA28 NA27 NIV TR	@11	@10	@11	@10	@11	@11	@11	|
Mat.18.26	@2:2	ἐμέ	Treg								|
Mat.18.26	@3:1	ἀποδώσω	SBL WH Treg NA28 NA27 NIV	@14	@13	@14	@13	@14			|
Mat.18.26	@3:2	σοι	SBL WH Treg NA28 NA27 NIV	@15	@14	@15	@14	@15			|
Mat.18.26	@3:3	σοι	RP TR	@15					@14	@15	|
Mat.18.26	@3:4	ἀποδώσω	RP TR	@14					@15	@14	|
Mat.18.28	@1:1	Ἀπόδος	SBL WH Treg RP NA28 NA27 NIV TR	@21	@21	@21	@21	@21	@21	@21	|
Mat.18.28	@1:2	μοι	RP TR	@22					@22	@22	|
Mat.18.29	@1:1	αὐτοῦ	SBL WH Treg RP NA28 NA27 NIV TR	@5	@5	@5	@5	@5	@5	@5	|
Mat.18.29	@1:2	εἰς	RP TR	@6					@6	@6	|
Mat.18.29	@1:3	τοὺς	RP TR	@7					@7	@7	|
Mat.18.29	@1:4	πόδας	RP TR	@8					@8	@8	|
Mat.18.29	@1:5	αὐτοῦ	RP TR	@9					@9	@9	|
Mat.18.29	@2:1	ἐμοί	SBL WH RP NA28 NA27 NIV TR	@15	@11	@15	@11	@15	@15	@15	|
Mat.18.29	@2:2	ἐμέ	Treg								|
Mat.18.30	@1:1	οὗ	SBL RP TR	@12	@12	@12			@12	@12	|
Mat.18.31	@1:1	οὖν	SBL WH Treg NA28 NA27 NIV	@2	@2	@2	@2	@2			|
Mat.18.31	@1:2	δὲ	RP TR	@80					@2	@80	|
Mat.18.34	@1:1	ὀφειλόμενον	SBL WH Treg RP NA28 NA27 NIV TR	@15	@15	@15	@15	@15	@15	@15	|
Mat.18.34	@1:2	αὐτῷ	RP TR	@16					@16	@16	|
Mat.18.35	@1:1	οὐράνιος	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
Mat.18.35	@1:2	ἐπουράνιος	RP TR	@80					@7	@80	|
Mat.18.35	@2:1	ὑμῶν	SBL WH Treg RP NA28 NA27 NIV TR	@20	@20	@20	@20	@20	@20	@20	|
Mat.18.35	@2:2	τὰ	RP TR	@21					@21	@21	|
Mat.18.35	@2:3	παραπτώματα	RP TR	@22					@22	@22	|
Mat.18.35	@2:4	αὐτῶν	RP TR	@23					@23	@23	|
Mat.19.3	@1:1	αὐτῷ	SBL WH Treg RP NA28 NA27 NIV TR	@3	@3	@3	@3	@3	@3	@3	|
Mat.19.3	@1:2	οἱ	RP TR	@4					@4	@4	|
Mat.19.3	@2:1	λέγοντες	SBL WH Treg RP NA28 NA27 NIV TR	@9	@8	@9	@8	@9	@9	@9	|
Mat.19.3	@2:2	αὐτῷ	RP TR	@10					@10	@10	|
Mat.19.3	@3:1	ἀνθρώπῳ	SBL Treg RP NA28 NA27 NIV TR	@13	@11	@13	@11	@13	@13	@13	|
Mat.19.4	@1:1	εἶπεν	SBL WH Treg RP NA28 NA27 NIV TR	@4	@4	@4	@4	@4	@4	@4	|
Mat.19.4	@1:2	αὐτοῖς	RP TR	@5					@5	@5	|
Mat.19.4	@2:1	κτίσας	SBL WH Treg NA28 NA27 NIV	@10	@9	@10	@9	@10			|
Mat.19.4	@2:2	ποιήσας	RP TR	@80					@10	@80	|
Mat.19.5	@1:1	Ἕνεκα	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
Mat.19.5	@1:2	Ἕνεκεν	RP TR	@80					@3	@80	|
Mat.19.5	@2:1	κολληθήσεται	SBL WH Treg NA28 NA27 NIV	@13	@13	@13	@13	@13			|
Mat.19.5	@2:2	προσκολληθήσεται	RP TR	@81					@13	@81	|
Mat.19.7	@1:1	αὐτήν	SBL RP NA28 NA27 NIV TR	@12	@12	@12	@12	@12	@12	@12	|
Mat.19.9	@1:1	ὅτι	SBL WH RP NA28 NA27 NIV TR	@4	@4	@4	@4	@4	@4	@4	|
Mat.19.9	@2:1	καὶ	SBL Treg RP TR	@19	@18	@19			@18	@19	|
Mat.19.9	@2:2	ὁ	SBL Treg RP TR	@20	@19	@20			@19	@20	|
Mat.19.9	@2:3	ἀπολελυμένην	SBL Treg RP TR	@21	@20	@21			@20	@21	|
Mat.19.9	@2:4	γαμήσας	SBL Treg RP TR	@22	@21	@22			@21	@22	|
Mat.19.9	@2:5	μοιχᾶται	SBL Treg RP TR	@23	@22	@23			@22	@23	|
Mat.19.10	@1:1	μαθηταί	SBL WH Treg RP NA28 NA27 NIV TR	@4	@4	@4	@4	@4	@4	@4	|
Mat.19.10	@1:2	αὐτοῦ	Treg RP NA28 NA27 TR	@5			@5	@5	@5	@5	|
Mat.19.11	@1:1	τοῦτον	SBL Treg RP NA28 NA27 NIV TR	@10	@10	@10	@10	@10	@10	@10	|
Mat.19.13	@1:1	προσηνέχθησαν	SBL WH Treg NA28 NA27 NIV	@2	@2	@2	@2	@2			|
Mat.19.13	@1:2	προσηνέχθη	RP TR	@80					@2	@80	|
Mat.19.15	@1:1	τὰς	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
Mat.19.15	@1:2	χεῖρας	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
Mat.19.15	@1:3	αὐτοῖς	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
Mat.19.15	@1:4	αὐτοῖς	RP TR	@5					@3	@5	|
Mat.19.15	@1:5	τὰς	RP TR	@3					@4	@3	|
Mat.19.15	@1:6	χεῖρας	RP TR	@4					@5	@4	|
Mat.19.16	@1:1	αὐτῷ	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
Mat.19.16	@1:2	εἶπεν	SBL WH Treg NA28 NA27 NIV	@6	@6	@6	@6	@6			|
Mat.19.16	@1:3	εἶπεν	RP TR	@6					@5	@6	|
Mat.19.16	@1:4	αὐτῷ	RP TR	@5					@6	@5	|
Mat.19.16	@2:1	Διδάσκαλε	SBL WH Treg RP NA28 NA27 NIV TR	@7	@7	@7	@7	@7	@7	@7	|
Mat.19.16	@2:2	ἀγαθέ	RP TR	@8					@8	@8	|
Mat.19.16	@3:1	σχῶ	SBL WH Treg NA28 NA27 NIV	@13	@12	@13	@12	@13			|
Mat.19.16	@3:2	ἔχω	RP TR	@80					@13	@80	|
Mat.19.17	@1:1	ἐρωτᾷς	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
Mat.19.17	@1:2	περὶ	SBL WH Treg NA28 NA27 NIV	@8	@8	@8	@8	@8			|
Mat.19.17	@1:3	τοῦ	SBL WH Treg NA28 NA27 NIV	@9	@9	@9	@9	@9			|
Mat.19.17	@1:4	ἀγαθοῦ	SBL WH Treg NA28 NA27 NIV	@10	@10	@10	@10	@10			|
Mat.19.17	@1:5	εἷς	SBL WH Treg NA28 NA27 NIV	@11	@11	@11	@11	@11			|
Mat.19.17	@1:6	ἐστιν	SBL WH Treg NA28 NA27 NIV	@12	@12	@12	@12	@12			|
Mat.19.17	@1:7	ὁ	SBL WH Treg NA28 NA27 NIV	@13	@13	@13	@13	@13			|
Mat.19.17	@1:8	ἀγαθός	SBL WH Treg NA28 NA27 NIV	@14	@14	@14	@14	@14			|
Mat.19.17	@1:9	λέγεις	RP TR	@80					@7	@80	|
Mat.19.17	@1:10	ἀγαθόν	RP TR	@81					@8	@81	|
Mat.19.17	@1:11	Οὐδεὶς	RP TR	@18					@9	@18	|
Mat.19.17	@1:12	ἀγαθός	RP TR	@14					@10	@14	|
Mat.19.17	@1:13	εἰ	RP TR	@15					@11	@15	|
Mat.19.17	@1:14	μὴ	RP TR	@16					@12	@16	|
Mat.19.17	@1:15	εἷς	RP TR	@11					@13	@11	|
Mat.19.17	@1:16	ὁ	RP TR	@13					@14	@13	|
Mat.19.17	@1:17	θεός	RP TR	@19					@15	@19	|
Mat.19.17	@2:1	εἰς	SBL WH Treg NA28 NA27 NIV	@23	@18	@23	@18	@23			|
Mat.19.17	@2:2	τὴν	SBL WH Treg NA28 NA27 NIV	@24	@19	@24	@19	@24			|
Mat.19.17	@2:3	ζωὴν	SBL WH Treg NA28 NA27 NIV	@25	@20	@25	@20	@25			|
Mat.19.17	@2:4	εἰσελθεῖν	SBL WH Treg NA28 NA27 NIV	@26	@21	@26	@21	@26			|
Mat.19.17	@2:5	εἰσελθεῖν	RP TR	@26					@19	@26	|
Mat.19.17	@2:6	εἰς	RP TR	@23					@20	@23	|
Mat.19.17	@2:7	τὴν	RP TR	@24					@21	@24	|
Mat.19.17	@2:8	ζωήν	RP TR	@25					@22	@25	|
Mat.19.17	@3:1	τήρησον	SBL RP NA28 NA27 NIV TR	@27	@22	@27	@22	@27	@23	@27	|
Mat.19.17	@3:2	τήρει	WH Treg								|
Mat.19.18	@1:1	εἶπεν	SBL Treg RP NA28 NA27 NIV TR	@7	@7	@7	@7	@7	@7	@7	|
Mat.19.18	@1:2	ἔφη	WH								|
Mat.19.20	@1:1	Πάντα	SBL RP NA28 NA27 NIV TR	@5	@5	@5	@5	@5	@5	@5	|
Mat.19.20	@1:2	ταῦτα	SBL RP NA28 NA27 NIV TR	@6	@6	@6	@6	@6	@6	@6	|
Mat.19.20	@1:3	Ταῦτα	WH Treg								|
Mat.19.20	@1:4	πάντα	WH Treg								|
Mat.19.20	@2:1	ἐφύλαξα	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
Mat.19.20	@2:2	ἐφυλαξάμην	RP TR	@80					@7	@80	|
Mat.19.20	@2:3	ἐκ	RP TR	@8					@8	@8	|
Mat.19.20	@2:4	νεότητός	RP TR	@9					@9	@9	|
Mat.19.20	@2:5	μου	RP TR	@10					@10	@10	|
Mat.19.21	@1:1	δὸς	SBL WH Treg RP NA28 NA27 NIV TR	@15	@15	@15	@15	@15	@15	@15	|
Mat.19.21	@1:2	τοῖς	WH Treg NA28 NA27 NIV	@16			@16	@16			|
Mat.19.21	@2:1	οὐρανοῖς	SBL WH Treg NA28 NA27 NIV	@22	@21	@22	@22	@22			|
Mat.19.21	@2:2	οὐρανῷ	RP TR	@80					@21	@80	|
Mat.19.22	@1:1	λόγον	SBL WH Treg RP NA28 NA27 NIV TR	@7	@6	@7	@6	@7	@6	@7	|
Mat.19.22	@1:2	τοῦτον	WH								|
Mat.19.23	@1:1	πλούσιος	SBL WH Treg NA28 NA27 NIV	@12	@12	@12	@12	@12			|
Mat.19.23	@1:2	δυσκόλως	SBL WH Treg NA28 NA27 NIV	@13	@13	@13	@13	@13			|
Mat.19.23	@1:3	δυσκόλως	RP TR	@13					@12	@13	|
Mat.19.23	@1:4	πλούσιος	RP TR	@12					@13	@12	|
Mat.19.24	@1:1	τρυπήματος	SBL Treg RP NA28 NA27 NIV TR	@9	@9	@9	@9	@9	@9	@9	|
Mat.19.24	@1:2	τρήματος	WH								|
Mat.19.24	@2:1	εἰσελθεῖν	SBL WH Treg	@14	@11	@14					|
Mat.19.24	@2:2	διελθεῖν	RP NA28 NA27 NIV TR	@11			@11	@11	@11	@11	|
Mat.19.24	@3:1	εἰς	SBL WH	@15	@14	@15					|
Mat.19.24	@3:2	τὴν	SBL WH	@16	@15	@16					|
Mat.19.24	@3:3	βασιλείαν	SBL WH	@17	@16	@17					|
Mat.19.24	@3:4	τοῦ	SBL WH	@18	@17	@18					|
Mat.19.24	@3:5	θεοῦ	SBL WH	@19	@18	@19					|
Mat.19.24	@3:6	εἰσελθεῖν	NA28 NA27 NIV	@14			@14	@14			|
Mat.19.24	@3:7	εἰς	NA28 NA27 NIV	@15			@15	@15			|
Mat.19.24	@3:8	τοῦ	NA28 NA27 NIV	@18			@18	@18			|
Mat.19.24	@3:9	θεοῦ	NA28 NA27 NIV	@19			@19	@19			|
Mat.19.24	@3:10	εἰς	RP TR	@15					@14	@15	|
Mat.19.24	@3:11	τοῦ	RP TR	@18					@17	@18	|
Mat.19.24	@3:12	θεοῦ	RP TR	@19					@18	@19	|
Mat.19.24	@3:13	εἰσελθεῖν	RP TR	@14					@19	@14	|
Mat.19.24	@3:14	εἰσελθεῖν	Treg								|
Mat.19.24	@3:15	εἰς	Treg								|
Mat.19.24	@3:16	τὴν	Treg								|
Mat.19.24	@3:17	βασιλείαν	Treg								|
Mat.19.24	@3:18	τῶν	Treg								|
Mat.19.24	@3:19	οὐρανῶν	Treg								|
Mat.19.25	@1:1	μαθηταὶ	SBL WH Treg RP NA28 NA27 NIV TR	@4	@4	@4	@4	@4	@4	@4	|
Mat.19.25	@1:2	αὐτοῦ	RP TR	@5					@5	@5	|
Mat.19.28	@1:1	καθήσεσθε	SBL WH NA28 NA27 NIV	@27	@27	@27	@27	@27			|
Mat.19.28	@1:2	καθίσεσθε	Treg RP TR	@80					@27	@80	|
Mat.19.28	@2:1	ὑμεῖς	SBL WH RP NA28 NA27 NIV TR	@29	@29	@29	@29	@29	@29	@29	|
Mat.19.28	@2:2	αὐτοὶ	Treg								|
Mat.19.29	@1:1	ὅστις	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
Mat.19.29	@1:2	ὅς	RP TR	@80					@3	@80	|
Mat.19.29	@2:1	οἰκίας	SBL WH RP NA28 NA27 NIV TR	@5	@5	@5	@5	@5	@5	@5	|
Mat.19.29	@2:2	ἢ	SBL WH RP NA28 NA27 NIV TR	@6	@6	@6	@6	@6	@6	@6	|
Mat.19.29	@3:B	η	SBL WH Treg RP NA28 NA27 NIV TR		@14	@14	@14	@16	@14	@14	|
Mat.19.29	@3:1	γυναῖκα	SBL RP TR	@15	@15	@15			@15	@15	|
Mat.19.29	@3:2	ἢ	SBL RP TR	@16	@16	@16			@16	@16	|
Mat.19.29	@4:1	ἀγροὺς	SBL WH Treg RP NA28 NA27 NIV TR	@19	@19	@19	@17	@19	@19	@19	|
Mat.19.29	@4:2	ἢ	Treg								|
Mat.19.29	@4:3	οἰκίας	Treg								|
Mat.19.29	@5:1	ὀνόματός	SBL Treg RP NA28 NA27 NIV TR	@22	@22	@22	@20	@22	@22	@22	|
Mat.19.29	@5:2	μου	SBL Treg RP NA28 NA27 NIV TR	@23	@23	@23	@21	@23	@23	@23	|
Mat.19.29	@5:3	ἐμοῦ	WH								|
Mat.19.29	@5:4	ὀνόματος	WH								|
Mat.19.29	@6:1	ἑκατονταπλασίονα	SBL RP NA28 NA27 NIV TR	@24	@24	@24	@22	@24	@24	@24	|
Mat.19.29	@6:2	πολλαπλασίονα	WH Treg								|
Mat.20.2	@1:1	συμφωνήσας	SBL WH Treg NA28 NA27 NIV	@2	@1	@2	@1	@2			|
Mat.20.2	@1:2	δὲ	SBL WH Treg NA28 NA27 NIV	@3	@2	@3	@2	@3			|
Mat.20.2	@1:3	Καὶ	RP TR	@1					@1	@1	|
Mat.20.2	@1:4	συμφωνήσας	RP TR	@2					@2	@2	|
Mat.20.5	@1:1	πάλιν	SBL WH Treg RP NA28 NA27 NIV TR	@4	@4	@4	@4	@4	@4	@4	|
Mat.20.5	@1:2	δὲ	WH Treg NA28 NA27	@5			@5	@5			|
Mat.20.6	@1:1	ἑνδεκάτην	SBL WH Treg RP NA28 NA27 NIV TR	@4	@4	@4	@4	@4	@4	@4	|
Mat.20.6	@1:2	ὥραν	RP TR	@5					@5	@5	|
Mat.20.6	@2:1	ἑστῶτας	SBL WH Treg RP NA28 NA27 NIV TR	@9	@8	@9	@8	@9	@9	@9	|
Mat.20.6	@2:2	ἀργούς	RP TR	@10					@10	@10	|
Mat.20.7	@1:1	ἀμπελῶνα	SBL WH Treg RP NA28 NA27 NIV TR	@14	@14	@14	@14	@14	@14	@14	|
Mat.20.7	@1:2	καὶ	RP TR	@15					@15	@15	|
Mat.20.7	@1:3	ὃ	RP TR	@16					@16	@16	|
Mat.20.7	@1:4	ἐὰν	RP TR	@17					@17	@17	|
Mat.20.7	@1:5	ᾖ	RP TR	@18					@18	@18	|
Mat.20.7	@1:6	δίκαιον	RP TR	@19					@19	@19	|
Mat.20.7	@1:7	λήψεσθε	RP TR	@20					@20	@20	|
Mat.20.8	@1:1	αὐτοῖς	SBL Treg RP NA28 NA27 NIV TR	@17	@17	@17	@17	@17	@17	@17	|
Mat.20.9	@1:1	καὶ	SBL Treg RP NA28 NA27 NIV TR	@1	@1	@1	@1	@1	@1	@1	|
Mat.20.9	@1:2	ἐλθόντες	SBL Treg RP NA28 NA27 NIV TR	@2	@2	@2	@2	@2	@2	@2	|
Mat.20.9	@1:3	ἐλθόντες	WH								|
Mat.20.9	@1:4	δὲ	WH								|
Mat.20.10	@1:1	καὶ	SBL WH Treg NA28 NA27 NIV	@1	@1	@1	@1	@1			|
Mat.20.10	@1:2	ἐλθόντες	SBL WH Treg NA28 NA27 NIV	@2	@2	@2	@2	@2			|
Mat.20.10	@1:3	Ἐλθόντες	RP TR	@2					@1	@2	|
Mat.20.10	@1:4	δὲ	RP TR	@3					@2	@3	|
Mat.20.10	@2:1	πλεῖον	SBL WH Treg NA28 NA27 NIV	@8	@7	@8	@7	@8			|
Mat.20.10	@2:2	πλεῖονα	RP TR	@80					@7	@80	|
Mat.20.10	@3:1	τὸ	SBL WH Treg NA28 NA27 NIV	@12	@11	@12	@11	@12			|
Mat.20.10	@3:2	ἀνὰ	SBL WH Treg NA28 NA27 NIV	@13	@12	@13	@12	@13			|
Mat.20.10	@3:3	δηνάριον	SBL WH Treg NA28 NA27 NIV	@14	@13	@14	@13	@14			|
Mat.20.10	@3:4	καὶ	SBL WH Treg NA28 NA27 NIV	@15	@14	@15	@14	@15			|
Mat.20.10	@3:5	αὐτοί	SBL WH Treg NA28 NA27 NIV	@16	@15	@16	@15	@16			|
